LINE_M1125947_0,M1125947,L3214071
LINE_M1125947_1,M1125947,M1125944
LINE_M1125952_0,M1125952,L3214069
LINE_M1125952_1,M1125952,L3214071
LINE_M1125952_2,M1125952,P901936
LINE_M1125955_0,M1125955,L3236004
LINE_M1125955_1,M1125955,M1125957
LINE_M1125955_2,M1125955,P901936
LINE_M1125957_0,M1125957,L2936211
LINE_M1125957_1,M1125957,M1125955
LINE_M1125959_0,M1125959,L2861197
LINE_M1125959_1,M1125959,M1125961
LINE_M1125959_2,M1125959,M1125974
LINE_M1125960_0,M1125960,L3214069
LINE_M1125960_1,M1125960,M1125962
LINE_M1125961_0,M1125961,M1125959
LINE_M1125961_1,M1125961,P903490
LINE_M1125962_0,M1125962,L3123452
LINE_M1125962_1,M1125962,M1125960
LINE_M1125962_2,M1125962,P903490
LINE_M1125966_0,M1125966,L2955005
LINE_M1125966_1,M1125966,L3048887
LINE_M1125968_0,M1125968,L2767341
LINE_M1125968_1,M1125968,M1125976
LINE_M1125968_2,M1125968,P895107
LINE_M1125969_0,M1125969,E206217
LINE_M1125969_1,M1125969,L2767341
LINE_M1125969_2,M1125969,P895102
LINE_M1125974_0,M1125974,L3104796
LINE_M1125974_1,M1125974,M1125959
LINE_M1125974_2,M1125974,M1125979
LINE_M1125976_0,M1125976,M1125968
LINE_M1125976_1,M1125976,M1125987
LINE_M1125976_2,M1125976,P895106
LINE_M1125978_0,M1125978,L3254869
LINE_M1125978_1,M1125978,M1125982
LINE_M1125978_2,M1125978,P895102
LINE_M1125979_0,M1125979,L2917255
LINE_M1125979_1,M1125979,M1125974
LINE_M1125982_0,M1125982,L3029055
LINE_M1125982_1,M1125982,M1125978
LINE_M1125987_0,M1125987,M1125976
LINE_M1125987_1,M1125987,M1125989
LINE_M1125987_2,M1125987,P901945
LINE_M1125988_0,M1125988,L2767340
LINE_M1125988_1,M1125988,L2898457
LINE_M1125988_2,M1125988,P901945
LINE_M1125989_0,M1125989,M1125987
LINE_M1125989_1,M1125989,M1125990
LINE_M1125990_0,M1125990,L3067478
LINE_M1125990_1,M1125990,M1125989
LINE_M1125994_0,M1125994,D5867591-1_INT
LINE_M1125994_1,M1125994,L2730149
LINE_M1125994_2,M1125994,L3067478
LINE_M1125994_3,M1125994,M1125997
LINE_M1125997_0,M1125997,D5535139-1_INT
LINE_M1125997_1,M1125997,M1125994
LINE_M1126005_0,M1126005,L2767342
LINE_M1126005_1,M1126005,L3011229
LINE_M1126005_2,M1126005,L3235946
LINE_M1126016_0,M1126016,L2823544
LINE_M1126016_1,M1126016,L3120534
LINE_M1126016_2,M1126016,L3195321
LINE_M1126017_0,M1126017,L2748781
LINE_M1126017_1,M1126017,M1126023
LINE_M1126020_0,M1126020,L3101782
LINE_M1126020_1,M1126020,L3120534
LINE_M1126020_2,M1126020,M1126023
LINE_M1126020_3,M1126020,M1126025
LINE_M1126023_0,M1126023,M1126017
LINE_M1126023_1,M1126023,M1126020
LINE_M1126025_0,M1126025,L2823545
LINE_M1126025_1,M1126025,M1126020
LINE_M1126031_0,M1126031,L2730107
LINE_M1126031_1,M1126031,L3086002
LINE_M1126031_2,M1126031,L3179608
LINE_M1142798_0,M1142798,M1142799
LINE_M1142798_1,M1142798,M1142801
LINE_M1142799_0,M1142799,M1142798
LINE_M1142799_1,M1142799,M1142800
LINE_M1142800_0,M1142800,L2767409
LINE_M1142800_1,M1142800,M1142799
LINE_M1142801_0,M1142801,L3217064
LINE_M1142801_1,M1142801,M1142798
LINE_M1142808_0,M1142808,L3160868
LINE_M1142808_1,M1142808,M1142810
LINE_M1142810_0,M1142810,M1142808
LINE_M1142810_1,M1142810,M1142814
LINE_M1142811_0,M1142811,L2879794
LINE_M1142811_1,M1142811,L2917330
LINE_M1142811_2,M1142811,L2992657
LINE_M1142814_0,M1142814,M1142810
LINE_M1142814_1,M1142814,M1142815
LINE_M1142815_0,M1142815,L2917359
LINE_M1142815_1,M1142815,L2936271
LINE_M1142815_2,M1142815,M1142814
LINE_M1142815_3,M1142815,N1141477
LINE_M1142818_0,M1142818,L2955074
LINE_M1142818_1,M1142818,M1142819
LINE_M1142818_2,M1142818,P829965
LINE_M1142819_0,M1142819,L2711226
LINE_M1142819_1,M1142819,L2861219
LINE_M1142819_2,M1142819,M1142818
LINE_M1142819_3,M1142819,P829960
LINE_M1142821_0,M1142821,L2692655
LINE_M1142821_1,M1142821,L2711226
LINE_M1142826_0,M1142826,L3160864
LINE_M1142826_1,M1142826,M1125940
LINE_M1142826_2,M1142826,N1141478
LINE_M1142828_0,M1142828,L2674047
LINE_M1142828_1,M1142828,L3160865
LINE_M1142832_0,M1142832,L3160865
LINE_M1142832_1,M1142832,M1142839
LINE_M1142832_2,M1142832,P829962
LINE_M1142833_0,M1142833,L2767408
LINE_M1142833_1,M1142833,M1142835
LINE_M1142835_0,M1142835,L3104853
LINE_M1142835_1,M1142835,M1142833
LINE_M1142835_2,M1142835,P829962
LINE_M1142839_0,M1142839,E193509
LINE_M1142839_1,M1142839,L3067507
LINE_M1142839_2,M1142839,M1142832
LINE_M1142843_0,M1142843,L2692660
LINE_M1142843_1,M1142843,L2955077
LINE_M1142843_2,M1142843,L3048965
LINE_M1142843_3,M1142843,L3081380
LINE_M1142843_4,M1142843,P829976
LINE_M1142851_0,M1142851,196-31070
LINE_M1142851_1,M1142851,L2955077
LINE_M1142860_0,M1142860,L3160872
LINE_M1142860_1,M1142860,M1142863
LINE_M1142860_2,M1142860,P895114
LINE_M1142863_0,M1142863,M1142860
LINE_M1142863_1,M1142863,M1142865
LINE_M1142863_2,M1142863,N1141480
LINE_M1142865_0,M1142865,L3030197
LINE_M1142865_1,M1142865,M1142863
LINE_M1142865_2,M1142865,P895112
LINE_M1142868_0,M1142868,L3030197
LINE_M1142868_1,M1142868,M1142869
LINE_M1142869_0,M1142869,M1142868
LINE_M1142869_1,M1142869,M1142871
LINE_M1142871_0,M1142871,M1142869
LINE_M1142871_1,M1142871,M1142874
LINE_M1142871_2,M1142871,P829956
LINE_M1142873_0,M1142873,L2895496
LINE_M1142873_1,M1142873,L3552667
LINE_M1142874_0,M1142874,M1142871
LINE_M1142874_1,M1142874,M1142875
LINE_M1142874_2,M1142874,P895111
LINE_M1142875_0,M1142875,M1125944
LINE_M1142875_1,M1142875,M1142874
LINE_M1142880_0,M1142880,L2764411
LINE_M1142880_1,M1142880,L2891575
LINE_M1142880_2,M1142880,M1149249
LINE_M1149225_0,M1149225,L2767409
LINE_M1149225_1,M1149225,L3082988
LINE_M1149233_0,M1149233,L3048965
LINE_M1149233_1,M1149233,R42247
LINE_M1149235_0,M1149235,D5563942-4_INT
LINE_M1149235_1,M1149235,M1149236
LINE_M1149235_2,M1149235,P829975
LINE_M1149236_0,M1149236,L2842384
LINE_M1149236_1,M1149236,M1149235
LINE_M1149236_2,M1149236,P829974
LINE_M1149249_0,M1149249,L3048888
LINE_M1149249_1,M1149249,M1142880
LINE_M1166355_0,M1166355,L2805035
LINE_M1166355_1,M1166355,L2858200
LINE_M1166355_2,M1166355,M1166362
LINE_M1166356_0,M1166356,L2727019
LINE_M1166356_1,M1166356,L2730187
LINE_M1166356_2,M1166356,L2992656
LINE_M1166356_3,M1166356,L3104856
LINE_M1166358_0,M1166358,L3030205
LINE_M1166358_1,M1166358,M1166364
LINE_M1166361_0,M1166361,L2692661
LINE_M1166361_1,M1166361,L2839305
LINE_M1166361_2,M1166361,L2989600
LINE_M1166362_0,M1166362,L2898522
LINE_M1166362_1,M1166362,L2989600
LINE_M1166362_2,M1166362,M1166355
LINE_M1166364_0,M1166364,M1166358
LINE_M1166364_1,M1166364,M1166370
LINE_M1166366_0,M1166366,M1166368
LINE_M1166366_1,M1166366,M3032977
LINE_M1166366_2,M1166366,P830058
LINE_M1166368_0,M1166368,L2973833
LINE_M1166368_1,M1166368,L3086098
LINE_M1166368_2,M1166368,M1166366
LINE_M1166369_0,M1166369,L2839305
LINE_M1166369_1,M1166369,M1166373
LINE_M1166369_2,M1166369,P829978
LINE_M1166370_0,M1166370,L3067506
LINE_M1166370_1,M1166370,M1166364
LINE_M1166370_2,M1166370,P830058
LINE_M1166373_0,M1166373,L2973833
LINE_M1166373_1,M1166373,M1166369
LINE_M1166373_2,M1166373,M1166374
LINE_M1166374_0,M1166374,L2786266
LINE_M1166374_1,M1166374,M1166373
LINE_M1166375_0,M1166375,L2786266
LINE_M1166375_1,M1166375,L2842383
LINE_M1166375_2,M1166375,P895080
LINE_M1166376_0,M1166376,L2842384
LINE_M1166376_1,M1166376,M1166377
LINE_M1166377_0,M1166377,E184626
LINE_M1166377_1,M1166377,M1166376
LINE_M1166386_0,M1166386,L2898515
LINE_M1166386_1,M1166386,L3048966
LINE_M1166386_2,M1166386,L3067506
LINE_M1166387_0,M1166387,L2898515
LINE_M1166387_1,M1166387,L3048946
LINE_M1166387_2,M1166387,L3198347
LINE_M1166391_0,M1166391,L2806553
LINE_M1166391_1,M1166391,L3254873
LINE_M1166391_2,M1166391,M1166394
LINE_M1166393_0,M1166393,L2745811
LINE_M1166393_1,M1166393,L3254873
LINE_M1166393_2,M1166393,M1166395
LINE_M1166394_0,M1166394,M1166391
LINE_M1166394_1,M1166394,M1166398
LINE_M1166395_0,M1166395,M1166393
LINE_M1166395_1,M1166395,M1166396
LINE_M1166395_2,M1166395,M1166400
LINE_M1166396_0,M1166396,M1166395
LINE_M1166396_1,M1166396,M1166399
LINE_M1166398_0,M1166398,L3142050
LINE_M1166398_1,M1166398,M1166394
LINE_M1166399_0,M1166399,L3048890
LINE_M1166399_1,M1166399,M1166396
LINE_M1166400_0,M1166400,L3179637
LINE_M1166400_1,M1166400,M1166395
LINE_M1166402_0,M1166402,L3048889
LINE_M1166402_1,M1166402,L3048890
LINE_M1166407_0,M1166407,L2952007
LINE_M1166407_1,M1166407,L3048889
LINE_M1166407_2,M1166407,L3064514
LINE_M1186052_0,M1186052,198-5320
LINE_M1186052_1,M1186052,M4362177
LINE_M1186061_0,M1186061,L2861223
LINE_M1186061_1,M1186061,L3139366
LINE_M1186061_2,M1186061,P829977
LINE_M1186063_0,M1186063,M1186064
LINE_M1186063_1,M1186063,M1209776
LINE_M1186063_2,M1186063,P829979
LINE_M1186064_0,M1186064,M1186063
LINE_M1186064_1,M1186064,M1186065
LINE_M1186065_0,M1186065,M1186064
LINE_M1186065_1,M1186065,M3032980
LINE_M1186065_2,M1186065,P829977
LINE_M1186067_0,M1186067,M1186072
LINE_M1186067_1,M1186067,M3032980
LINE_M1186072_0,M1186072,L3030204
LINE_M1186072_1,M1186072,M1186067
LINE_M1186078_0,M1186078,L2806553
LINE_M1186078_1,M1186078,P901951
LINE_M1209748_0,M1209748,L3142099
LINE_M1209748_1,M1209748,M1209753
LINE_M1209749_0,M1209749,L2748840
LINE_M1209749_1,M1209749,M1209750
LINE_M1209750_0,M1209750,L3086075
LINE_M1209750_1,M1209750,M1209749
LINE_M1209750_2,M1209750,M1209751
LINE_M1209751_0,M1209751,M1209750
LINE_M1209751_1,M1209751,M1209752
LINE_M1209752_0,M1209752,M1209751
LINE_M1209752_1,M1209752,M1209753
LINE_M1209753_0,M1209753,M1209748
LINE_M1209753_1,M1209753,M1209752
LINE_M1209753_2,M1209753,M1209758
LINE_M1209758_0,M1209758,L3179674
LINE_M1209758_1,M1209758,M1209753
LINE_M1209763_0,M1209763,L2936275
LINE_M1209763_1,M1209763,M3036172
LINE_M1209772_0,M1209772,E192258
LINE_M1209772_1,M1209772,L3123509
LINE_M1209774_0,M1209774,221-242079
LINE_M1209774_1,M1209774,L3123509
LINE_M1209774_2,M1209774,M1209775
LINE_M1209775_0,M1209775,M1209774
LINE_M1209775_1,M1209775,M1209776
LINE_M1209776_0,M1209776,M1186063
LINE_M1209776_1,M1209776,M1209775
LINE_M1209782_0,M1209782,L3217056
LINE_M1209782_1,M1209782,L3217057
LINE_M1209782_2,M1209782,M4118755
LINE_M1209787_0,M1209787,L2823611
LINE_M1209787_1,M1209787,M1209788
LINE_M1209788_0,M1209788,M1209787
LINE_M1209788_1,M1209788,M1209790
LINE_M1209788_2,M1209788,M1209795
LINE_M1209790_0,M1209790,M1209788
LINE_M1209790_1,M1209790,M1209791
LINE_M1209791_0,M1209791,M1209790
LINE_M1209791_1,M1209791,M1209797
LINE_M1209791_2,M1209791,P903354
LINE_M1209795_0,M1209795,L2936268
LINE_M1209795_1,M1209795,M1209788
LINE_M1209797_0,M1209797,M1209791
LINE_M1209797_1,M1209797,M1209800
LINE_M1209800_0,M1209800,E192201
LINE_M1209800_1,M1209800,L2839332
LINE_M1209800_2,M1209800,M1209797
LINE_M1209800_3,M1209800,P829957
LINE_M1209805_0,M1209805,L2823592
LINE_M1209805_1,M1209805,M1209807
LINE_M1209807_0,M1209807,M1209805
LINE_M1209807_1,M1209807,M1209811
LINE_M1209811_0,M1209811,M1209807
LINE_M1209811_1,M1209811,M1209814
LINE_M1209814_0,M1209814,L2801909
LINE_M1209814_1,M1209814,M1209811
LINE_M1209817_0,M1209817,E192860
LINE_M1209817_1,M1209817,L2801909
LINE_M1209819_0,M1209819,L2786204
LINE_M1209819_1,M1209819,L2936216
LINE_M1209822_0,M1209822,226-23745
LINE_M1209822_1,M1209822,L2992556
LINE_M1209822_2,M1209822,M1209823
LINE_M1209823_0,M1209823,M1209822
LINE_M1209823_1,M1209823,M1209824
LINE_M1209824_0,M1209824,M1209823
LINE_M1209824_1,M1209824,M1209828
LINE_M1209828_0,M1209828,L2861157
LINE_M1209828_1,M1209828,L3253570
LINE_M1209828_2,M1209828,M1209824
LINE_M3016088_0,M3016088,L3082993
LINE_M3016088_1,M3016088,L3312692
LINE_M3019248_0,M3019248,M1009827
LINE_M3019248_1,M3019248,M3021569
LINE_M3021569_0,M3021569,L3315860
LINE_M3021569_1,M3021569,M3019248
LINE_M3032977_0,M3032977,M1166366
LINE_M3032977_1,M3032977,M3032980
LINE_M3032980_0,M3032980,M1186065
LINE_M3032980_1,M3032980,M1186067
LINE_M3032980_2,M3032980,M3032977
LINE_M3036162_0,M3036162,L2879753
LINE_M3036162_1,M3036162,L2955055
LINE_M3036162_2,M3036162,L3142079
LINE_M3036164_0,M3036164,L2935553
LINE_M3036164_1,M3036164,L3048207
LINE_M3036164_2,M3036164,L3085397
LINE_M3036165_0,M3036165,L3029501
LINE_M3036165_1,M3036165,L3197636
LINE_M3036165_2,M3036165,L3235252
LINE_M3036167_0,M3036167,L2973156
LINE_M3036167_1,M3036167,L3085391
LINE_M3036167_2,M3036167,N1138595
LINE_M3036169_0,M3036169,L2673317
LINE_M3036169_1,M3036169,M1026647
LINE_M3036169_2,M3036169,N1139550
LINE_M3036170_0,M3036170,L2691952
LINE_M3036170_1,M3036170,L3197642
LINE_M3036170_2,M3036170,M1026670
LINE_M3036172_0,M3036172,L3086079
LINE_M3036172_1,M3036172,M1209763
LINE_M3036172_2,M3036172,P829979
LINE_M3037441_0,M3037441,L3207907
LINE_M3037441_1,M3037441,N1140824
LINE_M3037449_0,M3037449,L2767340
LINE_M3037449_1,M3037449,M1108375
LINE_M3037452_0,M3037452,L2897778
LINE_M3037452_1,M3037452,L2973164
LINE_M3037452_2,M3037452,M1026387
LINE_M3037453_0,M3037453,L2785546
LINE_M3037453_1,M3037453,L3027133
LINE_M3037453_2,M3037453,M1026812
LINE_M3037455_0,M3037455,L3086074
LINE_M3037455_1,M3037455,L3217052
LINE_M3037455_2,M3037455,L3217053
LINE_M3037537_0,M3037537,L2911069
LINE_M3037537_1,M3037537,L2991901
LINE_M3037537_2,M3037537,L3231269
LINE_M3037538_0,M3037538,L2857591
LINE_M3037538_1,M3037538,L3027133
LINE_M3037538_2,M3037538,L3141403
LINE_M3037540_0,M3037540,L2710509
LINE_M3037540_1,M3037540,L2822862
LINE_M3037540_2,M3037540,M1089155
LINE_M3327097_0,M3327097,L3448661
LINE_M3327097_1,M3327097,M3327098
LINE_M3327098_0,M3327098,L2691943
LINE_M3327098_1,M3327098,L3178974
LINE_M3327098_2,M3327098,M3327097
LINE_M3729981_0,M3729981,L3632979
LINE_M3729981_1,M3729981,M1026960
LINE_M3763618_0,M3763618,M3763624
LINE_M3763618_1,M3763618,P1121282
LINE_M3763619_0,M3763619,M1026830
LINE_M3763619_1,M3763619,M1047592
LINE_M3763619_2,M3763619,M3763624
LINE_M3763620_0,M3763620,L3645812
LINE_M3763620_1,M3763620,N1140526
LINE_M3763623_0,M3763623,L3645810
LINE_M3763623_1,M3763623,L3645811
LINE_M3763624_0,M3763624,M3763618
LINE_M3763624_1,M3763624,M3763619
LINE_M3763624_2,M3763624,P1121283
LINE_M3768670_0,M3768670,L3216345
LINE_M3768670_1,M3768670,L3235254
LINE_M3768670_2,M3768670,P1123251
LINE_M3772794_0,M3772794,L3649299
LINE_M3772794_1,M3772794,L3649300
LINE_M3772794_2,M3772794,L3649306
LINE_M3949154_0,M3949154,L3728037
LINE_M3949154_1,M3949154,L3728038
LINE_M3949154_2,M3949154,L3728042
LINE_M3949157_0,M3949157,L3727708
LINE_M3949157_1,M3949157,L3727709
LINE_M3949157_2,M3949157,L3727711
LINE_M3949157_3,M3949157,L3728037
LINE_M4113345_0,M4113345,L3197640
LINE_M4113345_1,M4113345,N1137991
LINE_M4113347_0,M4113347,N1138606
LINE_M4113347_1,M4113347,N1138607
LINE_M4113347_2,M4113347,N1144668
LINE_M4113348_0,M4113348,M1069284
LINE_M4113348_1,M4113348,M1069285
LINE_M4113348_2,M4113348,P850400
LINE_M4118754_0,M4118754,L2763072
LINE_M4118754_1,M4118754,M1026312
LINE_M4118755_0,M4118755,L3086078
LINE_M4118755_1,M4118755,M1209782
LINE_M4122657_0,M4122657,L2745811
LINE_M4122657_1,M4122657,L3027124
LINE_M4122658_0,M4122658,L2933135
LINE_M4122658_1,M4122658,L3232902
LINE_M4277837_0,M4277837,M1069419
LINE_M4277837_1,M4277837,M1069420
LINE_M4350438_0,M4350438,L2935568
LINE_M4350438_1,M4350438,M1047812
LINE_M4362177_0,M4362177,L3139366
LINE_M4362177_1,M4362177,M1186052
LINE_M4362181_0,M4362181,L2710546
LINE_M4362181_1,M4362181,L3254214
LINE_N1134469_0,N1134469,M1010017
LINE_N1134469_1,N1134469,M1027121
LINE_N1134470_0,N1134470,L2764412
LINE_N1134470_1,N1134470,L3251808
LINE_N1134471_0,N1134471,L2839331
LINE_N1134471_1,N1134471,M1027080
LINE_N1134472_0,N1134472,L2973148
LINE_N1134472_1,N1134472,M1089205
LINE_N1134474_0,N1134474,M1069496
LINE_N1134474_1,N1134474,M1089215
LINE_N1134475_0,N1134475,M1069496
LINE_N1134475_1,N1134475,M1069497
LINE_N1134476_0,N1134476,L3066814
LINE_N1134476_1,N1134476,M1069499
LINE_N1134477_0,N1134477,D5534969-2_INT
LINE_N1134477_1,N1134477,L3066814
LINE_N1134478_0,N1134478,M1069503
LINE_N1134478_1,N1134478,M1069505
LINE_N1134479_0,N1134479,D5682346-3_INT
LINE_N1134479_1,N1134479,M1069503
LINE_N1134480_0,N1134480,E206211
LINE_N1134480_1,N1134480,M1069519
LINE_N1136027_0,N1136027,L2876796
LINE_N1136027_1,N1136027,M1047763
LINE_N1136028_0,N1136028,L2876797
LINE_N1136028_1,N1136028,L3784018
LINE_N1136029_0,N1136029,M1047767
LINE_N1136029_1,N1136029,P827509
LINE_N1136030_0,N1136030,M1047763
LINE_N1136030_1,N1136030,M1047766
LINE_N1136031_0,N1136031,L3197625
LINE_N1136031_1,N1136031,M1108524
LINE_N1136032_0,N1136032,M1089204
LINE_N1136032_1,N1136032,P827498
LINE_N1136353_0,N1136353,L2820535
LINE_N1136353_1,N1136353,P901927
LINE_N1136354_0,N1136354,L2748144
LINE_N1136354_1,N1136354,M1069519
LINE_N1136355_0,N1136355,196-29521
LINE_N1136355_1,N1136355,L2783231
LINE_N1136356_0,N1136356,M1069533
LINE_N1136356_1,N1136356,M1069549
LINE_N1136357_0,N1136357,L2897790
LINE_N1136357_1,N1136357,M1069548
LINE_N1136358_0,N1136358,L2729423
LINE_N1136358_1,N1136358,M1069548
LINE_N1136359_0,N1136359,L3008237
LINE_N1136359_1,N1136359,P901932
LINE_N1136360_0,N1136360,L2729424
LINE_N1136360_1,N1136360,M1069563
LINE_N1136361_0,N1136361,L3160114
LINE_N1136361_1,N1136361,M1069564
LINE_N1136362_0,N1136362,L3197652
LINE_N1136362_1,N1136362,M1069563
LINE_N1136363_0,N1136363,M1069564
LINE_N1136363_1,N1136363,R18245
LINE_N1136365_0,N1136365,M1069516
LINE_N1136365_1,N1136365,M1069517
LINE_N1136366_0,N1136366,L2916620
LINE_N1136366_1,N1136366,M1069518
LINE_N1136367_0,N1136367,M1069515
LINE_N1136367_1,N1136367,M1069517
LINE_N1136368_0,N1136368,L2897792
LINE_N1136368_1,N1136368,P827548
LINE_N1136657_0,N1136657,D6290228-6_INT
LINE_N1136657_1,N1136657,M1069514
LINE_N1136658_0,N1136658,M1047566
LINE_N1136658_1,N1136658,P827527
LINE_N1136659_0,N1136659,L3104129
LINE_N1136659_1,N1136659,M1047558
LINE_N1136660_0,N1136660,L3010568
LINE_N1136660_1,N1136660,M1047534
LINE_N1136661_0,N1136661,L3029505
LINE_N1136661_1,N1136661,M1047534
LINE_N1136663_0,N1136663,M1047522
LINE_N1136663_1,N1136663,M1047534
LINE_N1136664_0,N1136664,L3085401
LINE_N1136664_1,N1136664,M1047522
LINE_N1136665_0,N1136665,L2685809
LINE_N1136665_1,N1136665,M1047521
LINE_N1136666_0,N1136666,M1047526
LINE_N1136666_1,N1136666,M1047528
LINE_N1136667_0,N1136667,196-29519
LINE_N1136667_1,N1136667,L2858166
LINE_N1136668_0,N1136668,L3029506
LINE_N1136668_1,N1136668,P827529
LINE_N1136669_0,N1136669,L3103822
LINE_N1136669_1,N1136669,M1047552
LINE_N1136670_0,N1136670,M1047548
LINE_N1136670_1,N1136670,M1047572
LINE_N1136671_0,N1136671,M1047593
LINE_N1136671_1,N1136671,P828362
LINE_N1136672_0,N1136672,L3253995
LINE_N1136672_1,N1136672,M1047580
LINE_N1136993_0,N1136993,L2972930
LINE_N1136993_1,N1136993,M1047593
LINE_N1136994_0,N1136994,L2785521
LINE_N1136994_1,N1136994,P827512
LINE_N1136995_0,N1136995,M1047613
LINE_N1136995_1,N1136995,M1047615
LINE_N1136996_0,N1136996,L3216123
LINE_N1136996_1,N1136996,M1047649
LINE_N1136997_0,N1136997,L3104123
LINE_N1136997_1,N1136997,M1047649
LINE_N1136998_0,N1136998,L2973153
LINE_N1136998_1,N1136998,M1047669
LINE_N1136999_0,N1136999,M1047671
LINE_N1136999_1,N1136999,M1047672
LINE_N1137001_0,N1137001,L2929261
LINE_N1137001_1,N1137001,M1047702
LINE_N1137002_0,N1137002,M1047702
LINE_N1137002_1,N1137002,M1047707
LINE_N1137003_0,N1137003,L2935555
LINE_N1137003_1,N1137003,M1047713
LINE_N1137005_0,N1137005,L2895449
LINE_N1137005_1,N1137005,M1047724
LINE_N1137956_0,N1137956,L3141396
LINE_N1137956_1,N1137956,P827507
LINE_N1137957_0,N1137957,L3104119
LINE_N1137957_1,N1137957,P827504
LINE_N1137958_0,N1137958,M1047478
LINE_N1137958_1,N1137958,P827505
LINE_N1137960_0,N1137960,M1047309
LINE_N1137960_1,N1137960,M1047312
LINE_N1137961_0,N1137961,L3104133
LINE_N1137961_1,N1137961,M1047314
LINE_N1137985_0,N1137985,L3176656
LINE_N1137985_1,N1137985,M1047722
LINE_N1137986_0,N1137986,L2841621
LINE_N1137986_1,N1137986,M1047732
LINE_N1137987_0,N1137987,L3027156
LINE_N1137987_1,N1137987,M1047732
LINE_N1137988_0,N1137988,L2991908
LINE_N1137988_1,N1137988,M1047737
LINE_N1137989_0,N1137989,L3122814
LINE_N1137989_1,N1137989,M1047737
LINE_N1137991_0,N1137991,L3157708
LINE_N1137991_1,N1137991,M4113345
LINE_N1137992_0,N1137992,196-29520
LINE_N1137992_1,N1137992,L2820531
LINE_N1137993_0,N1137993,L2860482
LINE_N1137993_1,N1137993,P827502
LINE_N1137994_0,N1137994,M1069484
LINE_N1137994_1,N1137994,P827503
LINE_N1137995_0,N1137995,L3141401
LINE_N1137995_1,N1137995,M1047566
LINE_N1137996_0,N1137996,L3178979
LINE_N1137996_1,N1137996,M1047558
LINE_N1137998_0,N1137998,M1026895
LINE_N1137998_1,N1137998,P895409
LINE_N1137999_0,N1137999,L2876813
LINE_N1137999_1,N1137999,P827536
LINE_N1138000_0,N1138000,L2766720
LINE_N1138000_1,N1138000,M1026926
LINE_N1138593_0,N1138593,L2804262
LINE_N1138593_1,N1138593,M1026859
LINE_N1138594_0,N1138594,M1026679
LINE_N1138594_1,N1138594,M1026695
LINE_N1138595_0,N1138595,M3036167
LINE_N1138595_1,N1138595,P827563
LINE_N1138596_0,N1138596,E182722
LINE_N1138596_1,N1138596,L3254207
LINE_N1138597_0,N1138597,M1069411
LINE_N1138597_1,N1138597,M1069417
LINE_N1138598_0,N1138598,L2822877
LINE_N1138598_1,N1138598,M1069376
LINE_N1138599_0,N1138599,L3181545
LINE_N1138599_1,N1138599,M1069376
LINE_N1138603_0,N1138603,L3125349
LINE_N1138603_1,N1138603,L3181545
LINE_N1138604_0,N1138604,L3125349
LINE_N1138604_1,N1138604,L3143999
LINE_N1138606_0,N1138606,M1069335
LINE_N1138606_1,N1138606,M4113347
LINE_N1138607_0,N1138607,L3159448
LINE_N1138607_1,N1138607,M4113347
LINE_N1138608_0,N1138608,L3232301
LINE_N1138608_1,N1138608,P873801
LINE_N1139250_0,N1139250,221-311583
LINE_N1139250_1,N1139250,L2821770
LINE_N1139251_0,N1139251,221-311595
LINE_N1139251_1,N1139251,M1069249
LINE_N1139252_0,N1139252,L3122812
LINE_N1139252_1,N1139252,P901910
LINE_N1139254_0,N1139254,L3122811
LINE_N1139254_1,N1139254,P827499
LINE_N1139255_0,N1139255,M1069424
LINE_N1139255_1,N1139255,P827500
LINE_N1139256_0,N1139256,L2973178
LINE_N1139256_1,N1139256,P827576
LINE_N1139257_0,N1139257,L3029518
LINE_N1139257_1,N1139257,M1069428
LINE_N1139258_0,N1139258,L3066810
LINE_N1139258_1,N1139258,M1069437
LINE_N1139259_0,N1139259,L2710543
LINE_N1139259_1,N1139259,M1069437
LINE_N1139260_0,N1139260,L2925506
LINE_N1139260_1,N1139260,M1069457
LINE_N1139263_0,N1139263,L3048227
LINE_N1139263_1,N1139263,M1069469
LINE_N1139264_0,N1139264,M1069465
LINE_N1139264_1,N1139264,M1069466
LINE_N1139537_0,N1139537,L3122826
LINE_N1139537_1,N1139537,P895104
LINE_N1139538_0,N1139538,L3066818
LINE_N1139538_1,N1139538,P827533
LINE_N1139539_0,N1139539,L2710520
LINE_N1139539_1,N1139539,M1069135
LINE_N1139540_0,N1139540,L2991907
LINE_N1139540_1,N1139540,P827508
LINE_N1139541_0,N1139541,D6413567-3_INT
LINE_N1139541_1,N1139541,M1069175
LINE_N1139542_0,N1139542,L2691951
LINE_N1139542_1,N1139542,P827523
LINE_N1139543_0,N1139543,L2727795
LINE_N1139543_1,N1139543,P860892
LINE_N1139544_0,N1139544,L2897776
LINE_N1139544_1,N1139544,M1069225
LINE_N1139545_0,N1139545,M1069174
LINE_N1139545_1,N1139545,P827520
LINE_N1139546_0,N1139546,L2970842
LINE_N1139546_1,N1139546,P827521
LINE_N1139547_0,N1139547,L2688693
LINE_N1139547_1,N1139547,L2804249
LINE_N1139549_0,N1139549,L2879074
LINE_N1139549_1,N1139549,M1026646
LINE_N1139550_0,N1139550,L3197639
LINE_N1139550_1,N1139550,M3036169
LINE_N1139551_0,N1139551,M1026695
LINE_N1139551_1,N1139551,M1026702
LINE_N1139552_0,N1139552,M1026702
